team1,team2,possession team1,possession team2,possession in contest,number of goals team1,number of goals team2,date,hour,category,total attempts team1,total attempts team2,conceded team1,conceded team2,goal inside the penalty area team1,goal inside the penalty area team2,goal outside the penalty area team1,goal outside the penalty area team2,assists team1,assists team2,on target attempts team1,on target attempts team2,off target attempts team1,off target attempts team2,attempts inside the penalty area team1,attempts inside the penalty area  team2,attempts outside the penalty area  team1,attempts outside the penalty area  team2,left channel team1,left channel team2,left inside channel team1,left inside channel team2,central channel team1,central channel team2,right inside channel team1,right inside channel team2,right channel team1,right channel team2,total offers to receive team1,total offers to receive team2,inbehind offers to receive team1,inbehind offers to receive team2,inbetween offers to receive team1,inbetween offers to receive team2,infront offers to receive team1,infront offers to receive team2,receptions between midfield and defensive lines team1,receptions between midfield and defensive lines team2,attempted line breaks team1,attempted line breaks team2,completed line breaksteam1,completed line breaks team2,attempted defensive line breaks team1,attempted defensive line breaks team2,completed defensive line breaksteam1,completed defensive line breaks team2,yellow cards team1,yellow cards team2,red cards team1,red cards team2,fouls against team1,fouls against team2,offsides team1,offsides team2,passes team1,passes team2,passes completed team1,passes completed team2,crosses team1,crosses team2,crosses completed team1,crosses completed team2,switches of play completed team1,switches of play completed team2,corners team1,corners team2,free kicks team1,free kicks team2,penalties scored team1,penalties scored team2,goal preventions team1,goal preventions team2,own goals team1,own goals team2,forced turnovers team1,forced turnovers team2,defensive pressures applied team1,defensive pressures applied team2,Date,Goal Scored,Ball Possession %,Attempts,On-Target,Off-Target,Blocked,Corners,Offsides,Free Kicks,Saves,Pass Accuracy %,Passes,Distance Covered (Kms),Fouls Committed,Yellow Card,Yellow & Red,Red,Man of the Match,1st Goal,Round,PSO,Goals in PSO,Own goals,Own goal Time
Saudi Arabia,Russia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14-06-2018,0.0,60.0,6.0,0.0,3.0,3.0,2.0,1.0,25.0,2.0,86.0,511.0,105.0,10.0,0.0,0.0,0.0,No,,Group Stage,No,0.0,,
Egypt,Uruguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15-06-2018,0.0,43.0,8.0,3.0,3.0,2.0,0.0,1.0,7.0,3.0,78.0,395.0,112.0,12.0,2.0,0.0,0.0,No,,Group Stage,No,0.0,,
Uruguay,Egypt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15-06-2018,1.0,57.0,14.0,4.0,6.0,4.0,5.0,1.0,13.0,3.0,86.0,589.0,111.0,6.0,0.0,0.0,0.0,Yes,89.0,Group Stage,No,0.0,,
Morocco,Iran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15-06-2018,0.0,64.0,13.0,3.0,6.0,4.0,5.0,0.0,14.0,2.0,86.0,433.0,101.0,22.0,1.0,0.0,0.0,No,,Group Stage,No,0.0,1.0,90.0
Iran,Morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15-06-2018,1.0,36.0,8.0,2.0,5.0,1.0,2.0,0.0,22.0,2.0,86.0,194.0,100.0,14.0,3.0,0.0,0.0,Yes,90.0,Group Stage,No,0.0,,
Portugal,Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15-06-2018,3.0,39.0,8.0,3.0,2.0,3.0,4.0,1.0,13.0,2.0,87.0,366.0,102.0,12.0,1.0,0.0,0.0,No,4.0,Group Stage,No,0.0,,
Spain,Portugal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15-06-2018,3.0,61.0,12.0,5.0,5.0,2.0,5.0,3.0,13.0,0.0,93.0,727.0,103.0,10.0,1.0,0.0,0.0,Yes,24.0,Group Stage,No,0.0,,
France,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16-06-2018,2.0,51.0,12.0,5.0,4.0,3.0,5.0,0.0,19.0,1.0,87.0,484.0,103.0,16.0,1.0,0.0,0.0,Yes,58.0,Group Stage,No,0.0,,
Australia,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16-06-2018,1.0,49.0,4.0,1.0,2.0,1.0,1.0,0.0,16.0,4.0,85.0,390.0,111.0,19.0,3.0,0.0,0.0,No,62.0,Group Stage,No,0.0,1.0,81.0
Argentina,Iceland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16-06-2018,1.0,72.0,26.0,7.0,9.0,10.0,10.0,0.0,15.0,2.0,92.0,718.0,101.0,10.0,0.0,0.0,0.0,No,19.0,Group Stage,No,0.0,,
Iceland,Argentina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16-06-2018,1.0,28.0,9.0,3.0,5.0,1.0,2.0,0.0,10.0,7.0,67.0,189.0,105.0,15.0,0.0,0.0,0.0,Yes,23.0,Group Stage,No,0.0,,
Peru,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16-06-2018,0.0,52.0,18.0,6.0,7.0,5.0,3.0,5.0,21.0,2.0,85.0,394.0,104.0,10.0,1.0,0.0,0.0,No,,Group Stage,No,0.0,,
Denmark,Peru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16-06-2018,1.0,48.0,10.0,3.0,5.0,2.0,7.0,3.0,15.0,6.0,82.0,342.0,110.0,18.0,2.0,0.0,0.0,Yes,59.0,Group Stage,No,0.0,,
Croatia,Nigeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17-06-2018,2.0,54.0,11.0,2.0,7.0,2.0,6.0,2.0,17.0,2.0,84.0,462.0,104.0,20.0,2.0,0.0,0.0,Yes,32.0,Group Stage,No,0.0,,
Nigeria,Croatia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17-06-2018,0.0,46.0,14.0,2.0,5.0,7.0,5.0,1.0,22.0,1.0,84.0,388.0,101.0,16.0,1.0,0.0,0.0,No,,Group Stage,No,0.0,1.0,32.0
Costa Rica,Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17-06-2018,0.0,50.0,10.0,3.0,3.0,4.0,5.0,1.0,18.0,2.0,83.0,428.0,107.0,18.0,2.0,0.0,0.0,No,,Group Stage,No,0.0,,
Serbia,Costa Rica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17-06-2018,1.0,50.0,10.0,3.0,5.0,2.0,4.0,3.0,19.0,3.0,83.0,392.0,109.0,15.0,2.0,0.0,0.0,Yes,56.0,Group Stage,No,0.0,,
Germany,Mexico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17-06-2018,0.0,60.0,25.0,9.0,9.0,7.0,8.0,1.0,17.0,3.0,88.0,595.0,110.0,10.0,2.0,0.0,0.0,Yes,,Group Stage,No,0.0,,
Mexico,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17-06-2018,1.0,40.0,12.0,4.0,6.0,2.0,1.0,2.0,11.0,9.0,82.0,281.0,106.0,15.0,2.0,0.0,0.0,No,35.0,Group Stage,No,0.0,,
Brazil,Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17-06-2018,1.0,52.0,20.0,4.0,9.0,7.0,7.0,1.0,19.0,1.0,88.0,521.0,103.0,12.0,1.0,0.0,0.0,Yes,20.0,Group Stage,No,0.0,,
Switzerland,Brazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17-06-2018,1.0,48.0,6.0,2.0,4.0,0.0,2.0,0.0,13.0,3.0,83.0,436.0,108.0,19.0,3.0,0.0,0.0,No,50.0,Group Stage,No,0.0,,
Sweden,Korea Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18-06-2018,1.0,52.0,15.0,4.0,5.0,6.0,6.0,1.0,23.0,0.0,84.0,417.0,102.0,20.0,1.0,0.0,0.0,Yes,65.0,Group Stage,No,0.0,,
Korea Republic,Sweden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18-06-2018,0.0,48.0,5.0,0.0,2.0,3.0,5.0,0.0,21.0,3.0,79.0,351.0,103.0,23.0,2.0,0.0,0.0,No,,Group Stage,No,0.0,,
Belgium,Panama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18-06-2018,3.0,61.0,15.0,6.0,7.0,2.0,9.0,1.0,21.0,2.0,89.0,544.0,102.0,17.0,3.0,0.0,0.0,Yes,47.0,Group Stage,No,0.0,,
Panama,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18-06-2018,0.0,39.0,6.0,2.0,4.0,0.0,3.0,3.0,18.0,2.0,82.0,317.0,100.0,18.0,5.0,0.0,0.0,No,,Group Stage,No,0.0,,
Tunisia,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18-06-2018,1.0,41.0,6.0,1.0,3.0,2.0,2.0,2.0,11.0,5.0,82.0,326.0,103.0,14.0,0.0,0.0,0.0,No,11.0,Group Stage,No,0.0,,
England,Tunisia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18-06-2018,2.0,59.0,17.0,7.0,7.0,3.0,7.0,3.0,16.0,0.0,91.0,492.0,105.0,8.0,1.0,0.0,0.0,Yes,35.0,Group Stage,No,0.0,,
Colombia,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19-06-2018,1.0,41.0,8.0,3.0,1.0,4.0,3.0,2.0,10.0,4.0,82.0,352.0,93.0,15.0,2.0,0.0,1.0,No,39.0,Group Stage,No,0.0,,
Japan,Colombia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19-06-2018,2.0,59.0,14.0,6.0,5.0,3.0,6.0,1.0,17.0,2.0,87.0,565.0,101.0,9.0,1.0,0.0,0.0,Yes,6.0,Group Stage,No,0.0,,
Poland,Senegal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19-06-2018,1.0,57.0,10.0,4.0,5.0,1.0,3.0,3.0,18.0,1.0,88.0,552.0,110.0,8.0,1.0,0.0,0.0,No,37.0,Group Stage,No,0.0,1.0,37.0
Senegal,Poland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19-06-2018,2.0,43.0,8.0,2.0,4.0,2.0,3.0,3.0,11.0,3.0,81.0,328.0,107.0,15.0,2.0,0.0,0.0,Yes,60.0,Group Stage,No,0.0,,
Russia,Egypt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19-06-2018,3.0,47.0,11.0,3.0,5.0,3.0,7.0,0.0,10.0,0.0,76.0,380.0,115.0,11.0,1.0,0.0,0.0,Yes,59.0,Group Stage,No,0.0,,
Egypt,Russia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19-06-2018,1.0,53.0,13.0,1.0,8.0,4.0,4.0,0.0,11.0,1.0,81.0,438.0,110.0,10.0,1.0,0.0,0.0,No,47.0,Group Stage,No,0.0,1.0,47.0
Portugal,Morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20-06-2018,1.0,47.0,10.0,2.0,4.0,4.0,5.0,1.0,24.0,4.0,76.0,387.0,105.0,19.0,1.0,0.0,0.0,Yes,4.0,Group Stage,No,0.0,,
Morocco,Portugal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20-06-2018,0.0,53.0,16.0,4.0,10.0,2.0,7.0,1.0,20.0,1.0,77.0,466.0,107.0,23.0,1.0,0.0,0.0,No,,Group Stage,No,0.0,,
Uruguay,Saudi Arabia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20-06-2018,1.0,47.0,13.0,4.0,6.0,3.0,3.0,1.0,15.0,3.0,88.0,521.0,101.0,10.0,0.0,0.0,0.0,Yes,23.0,Group Stage,No,0.0,,
Saudi Arabia,Uruguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20-06-2018,0.0,53.0,8.0,3.0,3.0,2.0,4.0,2.0,11.0,3.0,86.0,590.0,100.0,13.0,0.0,0.0,0.0,No,,Group Stage,No,0.0,,
Iran,Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20-06-2018,0.0,30.0,5.0,0.0,5.0,0.0,2.0,2.0,15.0,2.0,69.0,219.0,106.0,14.0,2.0,0.0,0.0,No,,Group Stage,No,0.0,,
Spain,Iran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20-06-2018,1.0,70.0,17.0,3.0,6.0,8.0,6.0,1.0,16.0,0.0,89.0,805.0,105.0,14.0,0.0,0.0,0.0,Yes,54.0,Group Stage,No,0.0,,
Denmark,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21-06-2018,1.0,49.0,10.0,5.0,5.0,0.0,3.0,1.0,5.0,4.0,88.0,458.0,112.0,7.0,2.0,0.0,0.0,Yes,7.0,Group Stage,No,0.0,,
Australia,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21-06-2018,1.0,51.0,14.0,5.0,5.0,4.0,5.0,0.0,8.0,5.0,85.0,520.0,114.0,5.0,0.0,0.0,0.0,No,38.0,Group Stage,No,0.0,,
France,Peru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21-06-2018,1.0,44.0,12.0,4.0,6.0,2.0,5.0,0.0,16.0,2.0,77.0,405.0,103.0,11.0,2.0,0.0,0.0,Yes,34.0,Group Stage,No,0.0,,
Peru,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21-06-2018,0.0,56.0,10.0,2.0,6.0,2.0,3.0,1.0,11.0,3.0,81.0,532.0,102.0,15.0,2.0,0.0,0.0,No,,Group Stage,No,0.0,,
Argentina,Croatia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21-06-2018,0.0,58.0,10.0,3.0,3.0,4.0,5.0,3.0,26.0,2.0,81.0,505.0,101.0,15.0,3.0,0.0,0.0,No,,Group Stage,No,0.0,,
Croatia,Argentina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21-06-2018,3.0,42.0,15.0,5.0,6.0,4.0,2.0,3.0,18.0,3.0,80.0,372.0,104.0,23.0,4.0,0.0,0.0,Yes,53.0,Group Stage,No,0.0,,
Brazil,Costa Rica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22-06-2018,2.0,66.0,23.0,9.0,9.0,5.0,10.0,3.0,14.0,0.0,90.0,732.0,105.0,11.0,2.0,0.0,0.0,Yes,90.0,Group Stage,No,0.0,,
Costa Rica,Brazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22-06-2018,0.0,34.0,4.0,0.0,4.0,0.0,1.0,3.0,14.0,7.0,73.0,271.0,109.0,11.0,1.0,0.0,0.0,No,,Group Stage,No,0.0,,
Nigeria,Iceland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22-06-2018,2.0,58.0,16.0,4.0,6.0,6.0,6.0,1.0,10.0,3.0,84.0,473.0,100.0,9.0,1.0,0.0,0.0,Yes,49.0,Group Stage,No,0.0,,
Iceland,Nigeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22-06-2018,0.0,42.0,10.0,3.0,6.0,1.0,5.0,0.0,10.0,2.0,75.0,291.0,106.0,10.0,0.0,0.0,0.0,No,,Group Stage,No,0.0,,
Serbia,Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22-06-2018,1.0,42.0,12.0,3.0,7.0,2.0,3.0,0.0,15.0,3.0,78.0,309.0,116.0,17.0,4.0,0.0,0.0,No,5.0,Group Stage,No,0.0,,
Switzerland,Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22-06-2018,2.0,58.0,20.0,5.0,8.0,7.0,7.0,3.0,17.0,2.0,87.0,547.0,112.0,12.0,1.0,0.0,0.0,Yes,52.0,Group Stage,No,0.0,,
Belgium,Tunisia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23-06-2018,5.0,52.0,23.0,12.0,8.0,3.0,5.0,3.0,16.0,3.0,84.0,468.0,104.0,12.0,0.0,0.0,0.0,Yes,6.0,Group Stage,No,0.0,,
Tunisia,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23-06-2018,2.0,48.0,15.0,5.0,6.0,4.0,2.0,3.0,15.0,6.0,82.0,477.0,102.0,13.0,1.0,0.0,0.0,No,18.0,Group Stage,No,0.0,,
Korea Republic,Mexico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23-06-2018,1.0,41.0,17.0,6.0,2.0,9.0,7.0,0.0,7.0,3.0,82.0,346.0,99.0,24.0,4.0,0.0,0.0,No,90.0,Group Stage,No,0.0,,
Mexico,Korea Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23-06-2018,2.0,59.0,13.0,5.0,6.0,2.0,5.0,0.0,24.0,5.0,89.0,485.0,97.0,7.0,0.0,0.0,0.0,Yes,26.0,Group Stage,No,0.0,,
Germany,Sweden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23-06-2018,2.0,71.0,16.0,5.0,4.0,7.0,8.0,5.0,15.0,5.0,91.0,699.0,111.0,12.0,0.0,1.0,0.0,Yes,48.0,Group Stage,No,0.0,,
Sweden,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23-06-2018,1.0,29.0,8.0,6.0,1.0,1.0,3.0,2.0,17.0,4.0,77.0,213.0,110.0,13.0,2.0,0.0,0.0,No,32.0,Group Stage,No,0.0,,
England,Panama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24-06-2018,6.0,58.0,12.0,7.0,3.0,2.0,3.0,3.0,13.0,1.0,94.0,593.0,99.0,14.0,1.0,0.0,0.0,Yes,8.0,Group Stage,No,0.0,,
Panama,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24-06-2018,1.0,42.0,8.0,2.0,5.0,1.0,2.0,0.0,17.0,1.0,88.0,398.0,89.0,13.0,3.0,0.0,0.0,No,78.0,Group Stage,No,0.0,,
Japan,Senegal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24-06-2018,2.0,54.0,7.0,3.0,2.0,2.0,2.0,2.0,18.0,5.0,84.0,449.0,105.0,8.0,2.0,0.0,0.0,No,34.0,Group Stage,No,0.0,,
Senegal,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24-06-2018,2.0,46.0,14.0,7.0,5.0,2.0,5.0,4.0,10.0,1.0,79.0,338.0,102.0,14.0,3.0,0.0,0.0,Yes,11.0,Group Stage,No,0.0,,
Poland,Colombia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24-06-2018,0.0,45.0,9.0,2.0,3.0,4.0,7.0,1.0,11.0,0.0,79.0,424.0,107.0,15.0,2.0,0.0,0.0,No,,Group Stage,No,0.0,,
Colombia,Poland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24-06-2018,3.0,55.0,13.0,3.0,5.0,5.0,5.0,1.0,16.0,2.0,82.0,514.0,108.0,10.0,0.0,0.0,0.0,Yes,40.0,Group Stage,No,0.0,,
Uruguay,Russia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-06-2018,3.0,56.0,17.0,7.0,6.0,4.0,4.0,0.0,20.0,1.0,88.0,492.0,101.0,17.0,1.0,0.0,0.0,Yes,10.0,Group Stage,No,0.0,,
Russia,Uruguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-06-2018,0.0,44.0,3.0,1.0,1.0,1.0,2.0,2.0,17.0,5.0,83.0,355.0,98.0,18.0,1.0,1.0,0.0,No,,Group Stage,No,0.0,1.0,23.0
Saudi Arabia,Egypt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-06-2018,2.0,61.0,22.0,7.0,10.0,5.0,7.0,1.0,19.0,0.0,90.0,655.0,101.0,7.0,0.0,0.0,0.0,No,45.0,Group Stage,No,0.0,,
Egypt,Saudi Arabia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-06-2018,1.0,39.0,8.0,1.0,6.0,1.0,2.0,3.0,8.0,5.0,82.0,357.0,106.0,16.0,2.0,0.0,0.0,Yes,22.0,Group Stage,No,0.0,,
Spain,Morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-06-2018,2.0,68.0,16.0,4.0,11.0,1.0,7.0,1.0,18.0,1.0,91.0,762.0,103.0,5.0,0.0,0.0,0.0,Yes,19.0,Group Stage,No,0.0,,
